['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']
MAKE TREE: 
train data on this node: 
['sepallength', 'sepalwidth', 'petallength', 'petalwidth', 'class']
Total Entropy: 
0.9904799742690308
VALOR DE sepallength: 
0.15381910328169945

CALC INFO GAIN: 
Feature Name:sepalwidth
Train Data: 
['sepallength', 'sepalwidth', 'class']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['4-5', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
Label: class
Class List: 
['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']
Feature Value List
['>2']
Train Data que contém >2:
['sepallength', 'sepalwidth', 'class']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['4-5', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
None

CALCULATE ENTROPY OF ATRIBUTE: 
['sepallength', 'sepalwidth', 'class']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['4-5', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
class
['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']

 Count de entradas com label Iris-setosa: 
0
[]

 Count de entradas com label Iris-versicolor: 
34
[['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor']]

 Count de entradas com label Iris-virginica: 
27
[['5-6', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['4-5', '>2', 'Iris-virginica'], ['>7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['5-6', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['5-6', '>2', 'Iris-virginica'], ['5-6', '>2', 'Iris-virginica'], ['>7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['>7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['>7', '>2', 'Iris-virginica'], ['>7', '>2', 'Iris-virginica'], ['>7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['5-6', '>2', 'Iris-virginica'], ['5-6', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['5-6', '>2', 'Iris-virginica']]
Feature value:  >2
Feature info gain:  0.9904799742690308

CALCULATE TOTAL ENTROPY: 
 
Iris-setosa
Total Class Count: 0
Total Class Entropy: 0
Iris-versicolor
Total Class Count: 34
Total Class Entropy: 0.4700218504037147
Iris-virginica
Total Class Count: 27
Total Class Entropy: 0.5204581238653161
Total Entropy: 
0.9904799742690308
VALOR DE sepalwidth: 
0.0
Max info gain:  sepallength
BEGINNING THE TREE MAKING PROCESS:
Max info feature:  sepallength
Feature value list:  ['6-7', '5-6', '4-5', '>7']
Feature value:  6-7
Train data before subdividing it: 
['sepallength', 'sepalwidth', 'class']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['4-5', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
Subdata: 
[['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-versicolor'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica'], ['6-7', '>2', 'Iris-virginica']]
Subdata before dropping featured column
['sepallength', 'sepalwidth', 'class']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
Subdata after dropping featured column
['sepalwidth', 'class']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
MAKE TREE: 
train data on this node: 
['sepalwidth', 'class']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
 
FIND MOST INFORMATIVE FEATURE: 
 

CALC INFO GAIN: 
Feature Name:sepalwidth
Train Data: 
['sepalwidth', 'class']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
Label: class
Class List: 
['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']
Feature Value List
['>2']
Train Data que contém >2:
['sepalwidth', 'class']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
None

CALCULATE ENTROPY OF ATRIBUTE: 
['sepalwidth', 'class']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
class
['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']

 Count de entradas com label Iris-setosa: 
0
[]

 Count de entradas com label Iris-versicolor: 
19
[['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor']]

 Count de entradas com label Iris-virginica: 
13
[['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica']]
Feature value:  >2
Feature info gain:  0.9744894033980523

CALCULATE TOTAL ENTROPY: 
 
Iris-setosa
Total Class Count: 0
Total Class Entropy: 0
Iris-versicolor
Total Class Count: 19
Total Class Entropy: 0.44654303889287106
Iris-virginica
Total Class Count: 13
Total Class Entropy: 0.5279463645051813
Total Entropy: 
0.9744894033980523
VALOR DE sepalwidth: 
0.0
Max info gain:  sepalwidth
BEGINNING THE TREE MAKING PROCESS:
Max info feature:  sepalwidth
Feature value list:  ['>2']
Feature value:  >2
Train data before subdividing it: 
['sepalwidth', 'class']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
Subdata: 
[['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica']]
Subdata before dropping featured column
['sepalwidth', 'class']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
Subdata after dropping featured column
['class']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
